no,pair_id,turn_count,history,response,label
115,P058,3,"동료: 결제 페이지에서 간헐적으로 타임아웃이 발생합니다.
나: 재현 조건이 확인되나요?
동료: 쿠폰 적용 시에만 발생하는 것 같습니다.",쿠폰 검증 API 응답 시간부터 확인해보죠. 재현 로그는 제가 정리해서 올리겠습니다.,적절
116,P058,3,"동료: 결제 페이지에서 간헐적으로 타임아웃이 발생합니다.
나: 재현 조건이 확인되나요?
동료: 쿠폰 적용 시에만 발생하는 것 같습니다.",아 맞다 나 낼 머리 자르러 감 ㅋㅋ 단발 어떨 거 같아?,부적절
117,P059,3,"엄마: 오늘 저녁 뭐 먹을까
나: 음 아무거나 좋아요
엄마: 그럼 김치찜 해줄까","좋아요 ㅋㅋ 아 맞다 엄마, 다음 주에 이모 생신이던데 선물 같이 준비할까요?",적절
118,P059,3,"엄마: 오늘 저녁 뭐 먹을까
나: 음 아무거나 좋아요
엄마: 그럼 김치찜 해줄까",나도 둘째 주 토요일 ㅇㅋ! 그럼 그날 저녁 7시로 하고 장소는 내가 찾아볼게,부적절
119,P060,3,"정우: 다음 모임 날짜 정하자~
수빈: 나는 둘째 주 토요일 가능
정우: 나도 그날 됨. 다들 어때",나도 둘째 주 토요일 ㅇㅋ! 그럼 그날 저녁 7시로 하고 장소는 내가 찾아볼게,적절
120,P060,3,"정우: 다음 모임 날짜 정하자~
수빈: 나는 둘째 주 토요일 가능
정우: 나도 그날 됨. 다들 어때","좋아요 ㅋㅋ 아 맞다 엄마, 다음 주에 이모 생신이던데 선물 같이 준비할까요?",부적절
121,P061,3,"연인: 오늘 회사에서 칭찬받았어 ㅎㅎ
나: 오 뭐로??
연인: 지난번 제안서가 채택됐대!",역시 우리 자기 ㅋㅋ 축하해!! 아 맞다 이번 주말에 그 팝업스토어 갈래? 곧 끝난대.,적절
122,P061,3,"연인: 오늘 회사에서 칭찬받았어 ㅎㅎ
나: 오 뭐로??
연인: 지난번 제안서가 채택됐대!",토요일 오후 2시에 두 곳 연달아 보는 걸로 부탁드립니다.,부적절
123,P062,3,"중개인: 문의하신 매물 두 곳 모두 주말 방문 가능합니다.
나: 두 곳 다 보고 싶습니다.
중개인: 그럼 시간대만 정해주시면 됩니다.",토요일 오후 2시에 두 곳 연달아 보는 걸로 부탁드립니다.,적절
124,P062,3,"중개인: 문의하신 매물 두 곳 모두 주말 방문 가능합니다.
나: 두 곳 다 보고 싶습니다.
중개인: 그럼 시간대만 정해주시면 됩니다.",역시 우리 자기 ㅋㅋ 축하해!! 아 맞다 이번 주말에 그 팝업스토어 갈래? 곧 끝난대.,부적절
125,P063,4,"친구: 낼 몇시에 볼까
나: 3시 ㄱ?
친구: ㅇㅋ 강남? 홍대?
친구: 난 강남이 더 가까움","강남 ㄱㄱ 11번 출구서 보자, 늦으면 톡 남길게",적절
126,P063,4,"친구: 낼 몇시에 볼까
나: 3시 ㄱ?
친구: ㅇㅋ 강남? 홍대?
친구: 난 강남이 더 가까움","야 한 과목 망했다고 학점 안 망해 ㅋㅋ 담주에 맛있는 거 먹으러 가자, 내가 쏨",부적절
127,P064,3,"친구: 하 오늘 시험 개망했다 진짜
나: 헐 어떤 과목
친구: 통계학... 공부한 데서 하나도 안 나옴 ㅋㅋㅋ 웃프다","야 한 과목 망했다고 학점 안 망해 ㅋㅋ 담주에 맛있는 거 먹으러 가자, 내가 쏨",적절
128,P064,3,"친구: 하 오늘 시험 개망했다 진짜
나: 헐 어떤 과목
친구: 통계학... 공부한 데서 하나도 안 나옴 ㅋㅋㅋ 웃프다","강남 ㄱㄱ 11번 출구서 보자, 늦으면 톡 남길게",부적절
129,P065,3,"룸메: 야 저녁 배달 시키자
나: ㅇㅋ 뭐 먹지
룸메: 치킨 ㄱ? 어제 피자 먹었잖아",반반 무많이 ㄱㄱ 니가 주문하면 배달비는 내가 낼게 ㅋㅋ,적절
130,P065,3,"룸메: 야 저녁 배달 시키자
나: ㅇㅋ 뭐 먹지
룸메: 치킨 ㄱ? 어제 피자 먹었잖아",좋네요! 그럼 오늘 7시에 역 앞 편의점에서 직거래 가능할까요? 현금으로 준비해가겠습니다.,부적절
131,P066,3,"판매자: 안녕하세요, 키보드 문의주셨죠?
나: 네! 상태가 궁금해서요.
판매자: 사용감 거의 없고 박스도 있습니다.",좋네요! 그럼 오늘 7시에 역 앞 편의점에서 직거래 가능할까요? 현금으로 준비해가겠습니다.,적절
132,P066,3,"판매자: 안녕하세요, 키보드 문의주셨죠?
나: 네! 상태가 궁금해서요.
판매자: 사용감 거의 없고 박스도 있습니다.",반반 무많이 ㄱㄱ 니가 주문하면 배달비는 내가 낼게 ㅋㅋ,부적절
133,P067,3,"언니: 이 원피스 어때?? 💕
나: 오 색 이쁘다
언니: 근데 사이즈가 애매해서 고민 ㅠㅠ","그 브랜드 좀 크게 나와 ㅋㅋ 한 사이즈 작은 걸로 시켜, 안 맞으면 내가 입지 뭐",적절
134,P067,3,"언니: 이 원피스 어때?? 💕
나: 오 색 이쁘다
언니: 근데 사이즈가 애매해서 고민 ㅠㅠ",알겠습니다. 증명서 발급받아서 내일 오전 중으로 제출하겠습니다.,부적절
135,P068,3,"조교: 장학금 신청 서류 마감이 내일 5시까지입니다.
나: 성적증명서도 필요한가요?
조교: 네, 최근 학기 증명서만 있으면 됩니다.",알겠습니다. 증명서 발급받아서 내일 오전 중으로 제출하겠습니다.,적절
136,P068,3,"조교: 장학금 신청 서류 마감이 내일 5시까지입니다.
나: 성적증명서도 필요한가요?
조교: 네, 최근 학기 증명서만 있으면 됩니다.","그 브랜드 좀 크게 나와 ㅋㅋ 한 사이즈 작은 걸로 시켜, 안 맞으면 내가 입지 뭐",부적절
137,P069,12,"지원: 신규 알림 기능 배포 일정 공유드립니다. 수요일 오후 예정입니다.
동혁: QA는 언제까지 마무리되나요?
지원: 화요일 오전까지 완료 목표입니다.
나: 알림 수신 동의 팝업 문구는 확정됐나요?
지원: 네, 법무 검토까지 끝났습니다.
동혁: 배포 후 모니터링은 누가 맡나요?
지원: 제가 대시보드 보고 있을게요. 이상 지표 나오면 바로 공유하겠습니다.
나: 푸시 발송량이 급증할 수 있으니 서버 쪽도 봐야 할 것 같아요.
동혁: 발송 서버는 제가 지켜보겠습니다.
지원: 그리고 실패 시 롤백은 기능 플래그 끄는 걸로 통일합니다.
동혁: 넵 확인했습니다.
지원: 그럼 수요일 2시에 배포 시작하겠습니다.",수요일 배포 전에 알림 수신 거부 시나리오도 QA 항목에 넣어주세요. 지난번에 빠졌던 부분이라서요.,적절
138,P069,12,"지원: 신규 알림 기능 배포 일정 공유드립니다. 수요일 오후 예정입니다.
동혁: QA는 언제까지 마무리되나요?
지원: 화요일 오전까지 완료 목표입니다.
나: 알림 수신 동의 팝업 문구는 확정됐나요?
지원: 네, 법무 검토까지 끝났습니다.
동혁: 배포 후 모니터링은 누가 맡나요?
지원: 제가 대시보드 보고 있을게요. 이상 지표 나오면 바로 공유하겠습니다.
나: 푸시 발송량이 급증할 수 있으니 서버 쪽도 봐야 할 것 같아요.
동혁: 발송 서버는 제가 지켜보겠습니다.
지원: 그리고 실패 시 롤백은 기능 플래그 끄는 걸로 통일합니다.
동혁: 넵 확인했습니다.
지원: 그럼 수요일 2시에 배포 시작하겠습니다.",그래프 두 개 추가해서 방금 드라이브에 올렸어요. 월요일 1시 반 스터디룸도 확인했습니다.,부적절
139,P070,11,"현서: 발표 자료 초안 드라이브에 올렸어요.
민재: 확인했습니다! 디자인 톤만 좀 맞추면 될 것 같아요.
현서: 설문 파트는 그래프가 더 필요하지 않을까요?
나: 제가 그래프 두 개 추가해볼게요.
민재: 발표 연습은 언제 하죠?
현서: 월요일 공강 시간 어때요? 다들 1시에 끝나잖아요.
민재: 좋아요, 그럼 1시 반에 스터디룸에서 봐요.
현서: 아 그리고 교수님이 참고문헌 누락됐다고 하셨어요.
민재: 그거 제가 채워둘게요.
현서: 대본은 각자 파트 정리해서 일요일까지 올려주세요.
민재: 넵넵",그래프 두 개 추가해서 방금 드라이브에 올렸어요. 월요일 1시 반 스터디룸도 확인했습니다.,적절
140,P070,11,"현서: 발표 자료 초안 드라이브에 올렸어요.
민재: 확인했습니다! 디자인 톤만 좀 맞추면 될 것 같아요.
현서: 설문 파트는 그래프가 더 필요하지 않을까요?
나: 제가 그래프 두 개 추가해볼게요.
민재: 발표 연습은 언제 하죠?
현서: 월요일 공강 시간 어때요? 다들 1시에 끝나잖아요.
민재: 좋아요, 그럼 1시 반에 스터디룸에서 봐요.
현서: 아 그리고 교수님이 참고문헌 누락됐다고 하셨어요.
민재: 그거 제가 채워둘게요.
현서: 대본은 각자 파트 정리해서 일요일까지 올려주세요.
민재: 넵넵",수요일 배포 전에 알림 수신 거부 시나리오도 QA 항목에 넣어주세요. 지난번에 빠졌던 부분이라서요.,부적절
141,P071,10,"아빠: 이번 연휴에 강릉 가는 거 확정이다.
동생: 오예!! 바다다
엄마: 숙소는 아빠가 예약했어. 금요일 체크인이야.
나: 몇 시에 출발해요?
아빠: 아침 8시에는 출발해야 안 막힌다.
동생: 나 전날 본가로 갈게~
엄마: 그래, 저녁 같이 먹자.
동생: 강릉 가면 그 유명한 순두부 먹으러 가요!
아빠: 그래, 첫날 점심으로 가자.
엄마: 각자 짐은 알아서 챙기고, 선크림은 내가 챙길게.",저도 목요일 저녁까지 본가로 갈게요~ 가는 길에 간식거리 사갈게요.,적절
142,P071,10,"아빠: 이번 연휴에 강릉 가는 거 확정이다.
동생: 오예!! 바다다
엄마: 숙소는 아빠가 예약했어. 금요일 체크인이야.
나: 몇 시에 출발해요?
아빠: 아침 8시에는 출발해야 안 막힌다.
동생: 나 전날 본가로 갈게~
엄마: 그래, 저녁 같이 먹자.
동생: 강릉 가면 그 유명한 순두부 먹으러 가요!
아빠: 그래, 첫날 점심으로 가자.
엄마: 각자 짐은 알아서 챙기고, 선크림은 내가 챙길게.",참석!! 재훈이도 온다고 하면 8명 딱 맞네 ㅋㅋ 나 물 얼려서 갖고 감,부적절
143,P072,10,"승민: 이번 주 일요일 풋살 인원 체크합니다~
태오: 참석!!
승민: 지금까지 6명, 두 명만 더 오면 딱 좋은데
태오: 재훈이한테 물어볼게 ㅋㅋ
승민: 시간은 저번처럼 아침 9시, 장소는 구민운동장
태오: 조끼는 누가 챙김?
승민: 조끼는 내가 챙겨감. 공은 태오 네가 갖고 와라
태오: ㅇㅋㅇㅋ
승민: 끝나고 국밥 ㄱ?
태오: 무조건 ㅋㅋㅋ",참석!! 재훈이도 온다고 하면 8명 딱 맞네 ㅋㅋ 나 물 얼려서 갖고 감,적절
144,P072,10,"승민: 이번 주 일요일 풋살 인원 체크합니다~
태오: 참석!!
승민: 지금까지 6명, 두 명만 더 오면 딱 좋은데
태오: 재훈이한테 물어볼게 ㅋㅋ
승민: 시간은 저번처럼 아침 9시, 장소는 구민운동장
태오: 조끼는 누가 챙김?
승민: 조끼는 내가 챙겨감. 공은 태오 네가 갖고 와라
태오: ㅇㅋㅇㅋ
승민: 끝나고 국밥 ㄱ?
태오: 무조건 ㅋㅋㅋ",저도 목요일 저녁까지 본가로 갈게요~ 가는 길에 간식거리 사갈게요.,부적절
145,P073,4,"김과장: 다음 주 금요일 납품 물량 확인차 연락드립니다.
나: 네, 준비 상황 공유드리겠습니다.
김과장: 지난번처럼 오전 중 입고면 좋겠습니다.
김과장: 검수 인원은 저희 쪽에서 두 명 배정했습니다.",금요일 오전 10시 입고로 준비하겠습니다. 송장은 전날 미리 보내드릴게요.,적절
146,P073,4,"김과장: 다음 주 금요일 납품 물량 확인차 연락드립니다.
나: 네, 준비 상황 공유드리겠습니다.
김과장: 지난번처럼 오전 중 입고면 좋겠습니다.
김과장: 검수 인원은 저희 쪽에서 두 명 배정했습니다.","네, 3번 항목은 수량을 늘리시면 단가 조정 여지가 있습니다. 논의 결과 기다리겠습니다.",부적절
147,P074,4,"박대리: 보내주신 견적서 잘 받았습니다.
나: 검토 후 의견 주시면 반영하겠습니다.
박대리: 3번 항목 단가가 예상보다 높아서 내부 논의 중입니다.
박대리: 다음 주 초에 조정 요청을 드릴 수도 있을 것 같습니다.","네, 3번 항목은 수량을 늘리시면 단가 조정 여지가 있습니다. 논의 결과 기다리겠습니다.",적절
148,P074,4,"박대리: 보내주신 견적서 잘 받았습니다.
나: 검토 후 의견 주시면 반영하겠습니다.
박대리: 3번 항목 단가가 예상보다 높아서 내부 논의 중입니다.
박대리: 다음 주 초에 조정 요청을 드릴 수도 있을 것 같습니다.",금요일 오전 10시 입고로 준비하겠습니다. 송장은 전날 미리 보내드릴게요.,부적절
149,P075,4,"리더: 이번 주 회화 주제는 여행 경험 공유입니다~
멤버: 오 재밌겠네요
리더: 각자 3분 스피치 준비해오시면 됩니다.
리더: 토요일 10시 스터디카페 그대로예요.",스피치 주제는 제주도 여행으로 준비할게요 ㅎㅎ 표현 몇 개 미리 찾아봐야겠어요.,적절
150,P075,4,"리더: 이번 주 회화 주제는 여행 경험 공유입니다~
멤버: 오 재밌겠네요
리더: 각자 3분 스피치 준비해오시면 됩니다.
리더: 토요일 10시 스터디카페 그대로예요.",접수 완료했어요! 기출은 최근 3개년부터 푸는 게 좋을 것 같아요.,부적절
151,P076,4,"스터디장: 정보처리기사 실기 접수 시작했어요.
멤버: 헉 벌써요?
스터디장: 네, 이번 주까지 접수하고 다음 모임부터 기출 풀이 시작해요.
스터디장: 일요일 2시 도서관 세미나실입니다.",접수 완료했어요! 기출은 최근 3개년부터 푸는 게 좋을 것 같아요.,적절
152,P076,4,"스터디장: 정보처리기사 실기 접수 시작했어요.
멤버: 헉 벌써요?
스터디장: 네, 이번 주까지 접수하고 다음 모임부터 기출 풀이 시작해요.
스터디장: 일요일 2시 도서관 세미나실입니다.",스피치 주제는 제주도 여행으로 준비할게요 ㅎㅎ 표현 몇 개 미리 찾아봐야겠어요.,부적절
153,P077,4,"정민: 민석이 결혼식 축가 우리가 하기로 한 거 기억하지 ㅋㅋ
호영: 기억하지 ㅋㅋ 곡은 정했어?
정민: 후보 두 개야. 이번 주에 모여서 정하자.
정민: 식이 다음 달 12일이니까 연습할 시간 많지 않다.",곡은 빠른 게 낫지 않냐 ㅋㅋ 토요일에 코노 가서 둘 다 불러보고 정하자,적절
154,P077,4,"정민: 민석이 결혼식 축가 우리가 하기로 한 거 기억하지 ㅋㅋ
호영: 기억하지 ㅋㅋ 곡은 정했어?
정민: 후보 두 개야. 이번 주에 모여서 정하자.
정민: 식이 다음 달 12일이니까 연습할 시간 많지 않다.",셋째 주 금요일 콜 ㅋㅋ 고깃집은 내가 미리 전화해서 단체석 되는지 물어볼게,부적절
155,P078,4,"지호: 올해도 송년회 해야지 ㅋㅋ
유진: 무조건이지~ 12월 언제로 할까
지호: 셋째 주 금요일 어때? 다들 그때가 제일 될걸
유진: 장소는 작년 그 고깃집 어때, 괜찮았잖아",셋째 주 금요일 콜 ㅋㅋ 고깃집은 내가 미리 전화해서 단체석 되는지 물어볼게,적절
156,P078,4,"지호: 올해도 송년회 해야지 ㅋㅋ
유진: 무조건이지~ 12월 언제로 할까
지호: 셋째 주 금요일 어때? 다들 그때가 제일 될걸
유진: 장소는 작년 그 고깃집 어때, 괜찮았잖아",곡은 빠른 게 낫지 않냐 ㅋㅋ 토요일에 코노 가서 둘 다 불러보고 정하자,부적절
157,P079,3,"친구: 야 오늘 저녁에 우리 집에서 축구 볼 사람
나: 콜 ㅋㅋ 몇 시야
친구: 8시! 먹을 건 시켜 먹자",오늘 저녁에 치킨 시킬 건데 양념이 나을까 후라이드가 나을까?,적절
158,P079,3,"친구: 야 오늘 저녁에 우리 집에서 축구 볼 사람
나: 콜 ㅋㅋ 몇 시야
친구: 8시! 먹을 건 시켜 먹자",문자 보니까 다음 주 수요일 오전 10시야.,부적절
159,P080,3,"친구: 주말에 집에서 뭐 볼까 고민 중
나: 오 나도 볼 거 없나 찾는 중 ㅋㅋ
친구: 요즘 뭐가 재밌으려나",요즘 넷플릭스에 볼 게 별로 없는 것 같아.,적절
160,P080,3,"친구: 주말에 집에서 뭐 볼까 고민 중
나: 오 나도 볼 거 없나 찾는 중 ㅋㅋ
친구: 요즘 뭐가 재밌으려나",그럼 당분간 네가 먼저 연락하지 말고 상대가 어떻게 하는지 지켜봐.,부적절
161,P081,3,"엄마: 마트 갈 건데 필요한 거 있니
나: 음 잠깐만 생각해볼게
엄마: 세제는 사야 하고",냉장고에 우유가 거의 다 떨어졌어.,적절
162,P081,3,"엄마: 마트 갈 건데 필요한 거 있니
나: 음 잠깐만 생각해볼게
엄마: 세제는 사야 하고","작업 관리자에서 점유율을 확인하고, 그 프로그램이 계속 실행 중인지 먼저 봐봐.",부적절
163,P082,3,"친구: 너 폰 바꾼다더니 바꿨어?
나: 아직 ㅋㅋ 고민 중이야
친구: 그거 산 지 3년 넘지 않았나",요즘 휴대폰 배터리가 너무 빨리 닳더라.,적절
164,P082,3,"친구: 너 폰 바꾼다더니 바꿨어?
나: 아직 ㅋㅋ 고민 중이야
친구: 그거 산 지 3년 넘지 않았나",계약서 내용과 지금까지의 연락 기록을 정리해서 반환 일정을 다시 요구해봐.,부적절
165,P083,3,"친구: 요즘 극장에 볼만한 거 있나
나: 최근에 하나 봤는데
친구: 오 뭐 봤어, 괜찮았어?",지난번에 본 영화 결말이 좀 아쉽더라.,적절
166,P083,3,"친구: 요즘 극장에 볼만한 거 있나
나: 최근에 하나 봤는데
친구: 오 뭐 봤어, 괜찮았어?",전부 보려고 하기보다 빈출 범위와 틀린 문제부터 우선 정리해.,부적절
167,P084,3,"동생: 언니 나 운동화 새로 살까 해
나: 지금 신는 거 얼마 안 되지 않았어?
동생: 1년 넘었어 ㅋㅋ 많이 낡았어",내 운동화 끈이 자꾸 풀려서 불편해.,적절
168,P084,3,"동생: 언니 나 운동화 새로 살까 해
나: 지금 신는 거 얼마 안 되지 않았어?
동생: 1년 넘었어 ㅋㅋ 많이 낡았어",기상 시간을 먼저 조금씩 당기고 낮잠과 늦은 카페인을 줄여보는 게 좋겠어.,부적절
169,P085,3,"동생: 방 분위기 좀 바꾸고 싶어
나: 오 뭐부터 바꾸게?
동생: 아직 고민 중이야, 크게 돈 안 들이고",내 방 커튼 색을 베이지로 바꿀까 고민 중이야.,적절
170,P085,3,"동생: 방 분위기 좀 바꾸고 싶어
나: 오 뭐부터 바꾸게?
동생: 아직 고민 중이야, 크게 돈 안 들이고",처음부터 한 시간보다 15분씩 주 3회로 시작하는 게 더 지속하기 쉬워.,부적절
171,P086,3,"친구: 이번 주말에 한강 피크닉 갈래?
나: 오 좋다 ㅋㅋ 언제?
친구: 토요일 낮이 좋을 것 같은데",그러고 보니 이번 주말 비 온대? 우산 챙겨야겠다.,적절
172,P086,3,"친구: 이번 주말에 한강 피크닉 갈래?
나: 오 좋다 ㅋㅋ 언제?
친구: 토요일 낮이 좋을 것 같은데",예산에 맞는 지갑을 고르고 교환 가능한 곳에서 사는 게 좋겠다.,부적절
173,P087,3,"동생: 편의점 갈 건데 뭐 사다 줄까
나: 음 골라줘 ㅋㅋ
동생: 우유 종류 많던데 뭐 마실래",나는 딸기우유보다 초코우유가 좋아.,적절
174,P087,3,"동생: 편의점 갈 건데 뭐 사다 줄까
나: 음 골라줘 ㅋㅋ
동생: 우유 종류 많던데 뭐 마실래","미리 핵심 문장을 적어두고, 울더라도 그 메모를 보면서 천천히 말해봐.",부적절
175,P088,3,"친구: 나 어제 인터넷으로 옷 샀는데 벌써 발송됐대
나: 오 빠르네, 뭐 샀어?
친구: 바람막이 하나! 내일 온대",내일 아침에 택배가 온다고 문자 왔어.,적절
176,P088,3,"친구: 나 어제 인터넷으로 옷 샀는데 벌써 발송됐대
나: 오 빠르네, 뭐 샀어?
친구: 바람막이 하나! 내일 온대","오른 월세와 이사 비용, 위치의 장점을 같이 비교해보고 결정해.",부적절
177,P089,3,"동료: 오늘 점심에 그 매운 떡볶이집 어때요?
나: 오 거기 유명하죠.
동료: 맵기 단계도 고를 수 있대요.",저는 매운 음식을 잘 못 먹어서 떡볶이는 순한 맛으로 먹어요.,적절
178,P089,3,"동료: 오늘 점심에 그 매운 떡볶이집 어때요?
나: 오 거기 유명하죠.
동료: 맵기 단계도 고를 수 있대요.",확인했습니다. 4시에 2층 회의실로 가겠습니다.,부적절
179,P090,3,"동료: 날도 더운데 점심은 시원한 거 먹을까요?
나: 좋아요, 뭐가 있을까요?
동료: 근처에 잘하는 국수집이 있긴 해요.",여름에는 역시 냉면이 제일 맛있는 것 같아요.,적절
180,P090,3,"동료: 날도 더운데 점심은 시원한 거 먹을까요?
나: 좋아요, 뭐가 있을까요?
동료: 근처에 잘하는 국수집이 있긴 해요.",그 경로를 허용 목록에 추가한 뒤 다시 요청해보세요.,부적절
181,P091,3,"동료: 사무실이 오늘 좀 춥지 않아요?
나: 그러게요, 저도 방금 느꼈어요.
동료: 온도를 좀 올려달라고 할까요.",회의실 에어컨이 너무 세서 추운 것 같아요.,적절
182,P091,3,"동료: 사무실이 오늘 좀 춥지 않아요?
나: 그러게요, 저도 방금 느꼈어요.
동료: 온도를 좀 올려달라고 할까요.",배송 상태를 조회해보고 지연 사유와 예상 도착일을 안내드리겠습니다.,부적절
183,P092,3,"동료: 오늘 출근하는데 시간이 평소보다 오래 걸렸어요.
나: 무슨 일 있었대요?
동료: 사고가 났었나 봐요.",요즘 지하철에 사람이 정말 많네요.,적절
184,P092,3,"동료: 오늘 출근하는데 시간이 평소보다 오래 걸렸어요.
나: 무슨 일 있었대요?
동료: 사고가 났었나 봐요.",확인했습니다. 서명한 파일을 오늘 안으로 다시 보내겠습니다.,부적절
185,P093,3,"동료: 아침부터 너무 졸리네요.
나: 어제 늦게 주무셨어요?
동료: 네, 새벽까지 잠이 안 왔어요.",저는 아침마다 알람을 세 개씩 맞춰놔요.,적절
186,P093,3,"동료: 아침부터 너무 졸리네요.
나: 어제 늦게 주무셨어요?
동료: 네, 새벽까지 잠이 안 왔어요.",utf-8-sig와 cp949로 각각 읽어보고 실제 인코딩을 확인해봅시다.,부적절
187,P094,3,"동료: 벌써 11시 반이네요. 점심 생각해둔 거 있어요?
나: 아직요, 고민 중이에요.
동료: 저도 매번 고르는 게 일이에요.",점심 메뉴는 아직 정하지 못했어요.,적절
188,P094,3,"동료: 벌써 11시 반이네요. 점심 생각해둔 거 있어요?
나: 아직요, 고민 중이에요.
동료: 저도 매번 고르는 게 일이에요.",서버 로그와 탈퇴 API 응답을 확인해서 예외가 발생한 위치를 찾겠습니다.,부적절
189,P095,3,"후배: 선배, 수업 끝나고 뭐 드실래요?
나: 출출하긴 하네.
후배: 학교 앞에 간식거리 많잖아요.",학교 앞 붕어빵집이 아직 영업하나 모르겠네요.,적절
190,P095,3,"후배: 선배, 수업 끝나고 뭐 드실래요?
나: 출출하긴 하네.
후배: 학교 앞에 간식거리 많잖아요.",안내문을 확인해서 참고문헌을 APA 형식으로 수정하겠습니다.,부적절
191,P096,3,"동료: 오늘도 33도까지 올라간대요.
나: 밖에 잠깐만 나가도 땀나겠네요.
동료: 장마 끝나니까 바로 폭염이네요.",이번 여름은 작년보다 더 더운 것 같네요.,적절
192,P096,3,"동료: 오늘도 33도까지 올라간대요.
나: 밖에 잠깐만 나가도 땀나겠네요.
동료: 장마 끝나니까 바로 폭염이네요.",그 정도면 오늘 안에 가능할 것 같아요. 수정 후 바로 공유할게요.,부적절
193,P097,3,"동료: 와, 창밖에 하늘 보셨어요?
나: 오 색이 예쁘네요.
동료: 사진으로는 다 안 담기네요.",창밖에 구름 모양이 신기하게 생겼어요.,적절
194,P097,3,"동료: 와, 창밖에 하늘 보셨어요?
나: 오 색이 예쁘네요.
동료: 사진으로는 다 안 담기네요.",남은 200개는 목요일까지 작성하고 금요일에 중복과 라벨을 검수하겠습니다.,부적절
195,P098,3,"동료: 이번 주말에 뭐 하세요?
나: 아직 계획은 없어요.
동료: 날씨 좋으면 어디든 나가고 싶네요.",주말에 공원에 사람이 많을 것 같아요.,적절
196,P098,3,"동료: 이번 주말에 뭐 하세요?
나: 아직 계획은 없어요.
동료: 날씨 좋으면 어디든 나가고 싶네요.","현재 검증셋 기준 약 82%이고, 세부 지표는 회의 전에 정리해 공유하겠습니다.",부적절
197,P099,3,"동료: 저 주말에 유기견 봉사 다녀왔어요.
나: 와 멋있네요.
동료: 강아지들이 정말 순하더라고요.",저는 고양이보다 강아지가 더 귀엽다고 생각해요.,적절
198,P099,3,"동료: 저 주말에 유기견 봉사 다녀왔어요.
나: 와 멋있네요.
동료: 강아지들이 정말 순하더라고요.",확인해볼게요. 합계 수식과 원본 범위를 먼저 비교하겠습니다.,부적절
199,P100,3,"연인: 주말에 어디 갈까?
나: 음 카페 투어 어때
연인: 오 좋아, 어디 봐둔 데 있어?",근처에 새로 생긴 카페가 사진이 잘 나온대.,적절
200,P100,3,"연인: 주말에 어디 갈까?
나: 음 카페 투어 어때
연인: 오 좋아, 어디 봐둔 데 있어?",급한 내용이 아니라면 한 번 더 보내기보다 상대가 답할 시간을 조금 더 줘봐.,부적절
201,P101,3,"친구: 아 더워 죽겠다 진짜
나: ㅋㅋ 오늘 최고기온 34도래
친구: 겨울이 벌써 그립다",나는 여름보다 겨울이 더 좋아.,적절
202,P101,3,"친구: 아 더워 죽겠다 진짜
나: ㅋㅋ 오늘 최고기온 34도래
친구: 겨울이 벌써 그립다",그 말이 진심이 아니었다면 감정이 가라앉은 뒤 솔직하게 사과해봐.,부적절
203,P102,3,"동료: 새 키보드 사셨네요?
나: 네, 어제 도착했어요.
동료: 타건감은 어때요?",키보드 소리가 생각보다 크게 들리네요.,적절
204,P102,3,"동료: 새 키보드 사셨네요?
나: 네, 어제 도착했어요.
동료: 타건감은 어때요?",금요일 오후 3시로 변경 가능한지 확인 부탁드립니다.,부적절
205,P103,3,"친구: 오늘 뭔가 기분 좋아 보인다?
나: ㅋㅋ 별거 아닌데
친구: 뭔데 뭔데",내가 오늘 새 양말을 신었는데 생각보다 편해.,적절
206,P103,3,"친구: 오늘 뭔가 기분 좋아 보인다?
나: ㅋㅋ 별거 아닌데
친구: 뭔데 뭔데","그 부분은 먼저 사과하되, 네가 서운했던 이유도 차분히 설명해봐.",부적절
207,P104,3,"친구: 야식 먹을까 말까 고민된다 ㅋㅋ
나: 이 시간에? ㅋㅋ
친구: 라면이 자꾸 생각나서",나는 밤에 라면 먹으면 꼭 얼굴이 붓더라.,적절
208,P104,3,"친구: 야식 먹을까 말까 고민된다 ㅋㅋ
나: 이 시간에? ㅋㅋ
친구: 라면이 자꾸 생각나서",가족 행사가 있으면 어쩔 수 있지. 미리 이야기하고 따로 축하해주면 될 것 같아.,부적절
209,P105,3,"동료: 사무실 화분 잎이 좀 처졌네요.
나: 그러게요, 상태가 안 좋아 보여요.
동료: 누가 관리하고 있었죠?",사무실 화분에 물을 준 지 오래된 것 같아요.,적절
210,P105,3,"동료: 사무실 화분 잎이 좀 처졌네요.
나: 그러게요, 상태가 안 좋아 보여요.
동료: 누가 관리하고 있었죠?",배경 설명을 줄이고 핵심 기능 세 가지와 결과 위주로 10분에 맞추겠습니다.,부적절
211,P106,3,"친구: 요즘 아침 챙겨 먹어?
나: 먹으려고 노력 중 ㅋㅋ
친구: 오 뭐 먹는데?",나는 요즘 매일 아침 사과를 먹고 있어.,적절
212,P106,3,"친구: 요즘 아침 챙겨 먹어?
나: 먹으려고 노력 중 ㅋㅋ
친구: 오 뭐 먹는데?",하루 정도 더 기다려보고 내일 담당자에게 정중히 문의해보는 게 좋겠다.,부적절
213,P107,3,"동생: 언니 폰 케이스 언제 산 거야?
나: 꽤 됐지, 왜 ㅋㅋ
동생: 좀 낡아 보여서 ㅋㅋ",내 휴대폰 케이스가 벌써 누렇게 변했어.,적절
