no,pair_id,source,source_type,difficulty,turn_count,history,response,label
188,p187,v2,matched,,1,연인: 여행 숙소를 고를 때 위치와 가격 중 어느 쪽을 먼저 봐야 할까?,"내 생각에는 이동 시간과 취소 조건을 먼저 비교하고, 차이가 크지 않으면 후기에서 소음과 청결 관련 내용을 확인해봐. 처음부터 크게 바꾸지 말고 부담 없는 범위에서 먼저 해봐.",적절
189,p188,v2,matched,,2,"나: 일정은 어떻게 정해졌어?
친구: 자료는 메일과 메신저 중 어디로 보내면 돼?",메일로 받는 게 확인하기 편해. 그 내용은 내가 메모해둘게.,적절
190,p189,v2,matched,,2,"나: 채용 면접 진행 방식에 대해 물어보신다고 하셨죠?
팀장: 지원자의 경험을 확인할 때 질문 순서를 어떻게 잡는 게 좋을까요?","먼저 맡았던 역할을 묻고, 이후 문제 상황과 해결 과정, 결과 순서로 확인하면 답변을 비교하기 좋습니다.",적절
191,p190,v2,matched,,2,"나: 요즘 좀 지쳐 보이는데 괜찮아?
친구: 요즘은 퇴근하고 집에 오면 아무것도 하고 싶지 않아","응, 조금 더 들어보고 싶어. 그 일 이후의 상황도 천천히 들어볼게. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?",적절
192,p191,v2,matched,,3,"연인: 어떻게 하는 게 나을지 고민되는 게 있어.
나: 어떤 기준으로 결정하고 싶어?
연인: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까?","가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",적절
193,p192,v2,matched,,4,"나: 배포 이후에 새로 확인된 내용이 있나요?
동료: 배포 이후 상황을 확인해봤어요.
나: 예상했던 결과와 비슷한가요?
동료: 처음 만든 API가 드디어 정상적으로 동작해요","오, 결과가 나왔군요. 다음 작업에 참고할 만한 부분이 있겠네요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?",적절
194,p193,v2,matched,,2,"나: 일정은 어떻게 정해졌어?
엄마: 다음 달부터 관리비 납부일이 25일로 바뀐대",알겠어. 바뀐 일정으로 기억해둘게. 다른 내용은 그대로 두면 돼.,적절
195,p194,v2,matched,,1,엄마: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 진행 상태도 중간에 알려줄게.,적절
196,p195,v2,matched,,2,"나: 어디서부터 손대야 할지 모르겠어?
연인: 업무 인수인계 문서는 어느 정도까지 자세히 쓰는 게 좋아?","복잡하게 보기보다 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 다른 사람 일정에 영향을 주는 일부터 먼저 확인해봐.",적절
197,p196,v2,matched,,1,연인: 운동을 다시 시작했는데 생각만큼 몸이 따라주지 않아 조금 속상해,기대했던 만큼 더 속상했겠다. 한 번의 결과로 네 노력이 사라지는 건 아니야.,적절
198,p197,v2,matched,,3,"동료: 저도 아까 일은 짚고 넘어가고 싶습니다.
나: 어떤 부분이 가장 불편하셨나요?
동료: 지금은 감정이 올라왔으니 저녁에 다시 얘기하자",좋아. 같은 일이 없도록 이 기준을 지키자. 변경 사항이 생기면 다시 알려주세요.,적절
199,p198,v2,matched,,2,"나: 아까부터 표정이 안 좋은데 무슨 일 있어?
연인: 내가 한 일을 사람들 앞에서 가볍게 말한 게 기분 나빴어.",그렇게 느끼게 해서 미안해. 다음부터는 네 이야기를 꺼내기 전에 먼저 물어볼게.,적절
200,p199,v2,matched,,2,"나: 제가 도울 수 있는 일이면 말씀해주세요.
선배: 집주인에게 보낼 문자가 어색하지 않은지 읽어봐 주실 수 있나요?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 필요한 시간에 맞춰둘게.",적절
201,p200,v2,matched,,2,"나: 마음에 걸리는 일 있으면 편하게 말해.
동생: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",그 말을 꺼내는 것도 쉽지 않았겠다. 오늘은 결론을 서두르지 말고 조금 쉬어도 돼.,적절
202,p201,v2,matched,,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 중간에 쉬고 싶으면 말해.,적절
203,p202,v2,matched,,2,"나: 고객사에서는 답변이 왔나요?
동료: 처음 만든 API가 드디어 정상적으로 동작해요",진행 상황이 정리됐네요. 해결 과정에서 배운 점이 있었을 것 같아요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,적절
204,p203,v2,matched,,4,"나: 지난번에 물어본 건 답 왔어?
엄마: 일단 지금 기준으로 결정된 게 있어.
나: 다른 변경 사항은 없어?
엄마: 계약서는 금요일 오후에 작성하기로 했어",확인했어. 필요한 준비는 그 일정에 맞출게. 현재 기준에서는 더 정할 건 없어.,적절
205,p204,v2,matched,,1,아빠: 오늘은 해야 할 일 하나만 끝내고 일찍 쉬기로 했어,알겠어. 당분간은 현재 계획을 유지해보자.,적절
206,p205,v2,matched,,4,"나: 마음에 걸리는 일 있으면 편하게 말해.
형: 사실 요즘 마음에 걸리는 게 있어.
나: 혼자 계속 생각하고 있었던 거야?
형: 가족 일로 신경 쓸 게 많아져서 집중이 잘 안 돼",그 얘기를 꺼내기까지 생각이 많았겠다. 말로 꺼내니 마음이 조금은 정리됐으면 좋겠다. 그중에서 네가 가장 기억에 남는 건 뭐야?,적절
207,p206,v2,matched,,4,"나: 선택지 때문에 망설이는 부분이 있나요?
팀장: 선택지가 여러 개라 기준을 잡지 못했어요.
나: 원하시는 결과가 무엇인가요?
팀장: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?","우선 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 혼자 계속 생각하기보다 작은 행동 하나를 정해보는 것도 좋아.",적절
208,p207,v2,matched,,2,"나: 아까부터 표정이 좋지 않던데 무슨 일 있으세요?
선임: 다음 달까지는 현재 계획을 유지해보고 다시 판단하려고 해요","그래요. 당장은 그 계획대로 해보고, 필요하면 다시 조정하죠. 지금은 추가로 바꿀 건 없어 보여.",적절
209,p208,v2,matched,,1,아빠: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어,생각보다 기억에 남는 일이었나 보네. 직접 겪은 얘기라 더 생생하게 들린다. 직접 해보니 힘든 점보다 좋았던 점이 더 컸어?,적절
210,p209,v2,matched,,3,"후배: 진행하면서 새로 확인한 내용이 있어요.
나: 문제는 해결됐나요?
후배: 지난번에 수정한 화면이 사용자 반응이 좋대요",좋은 변화가 있었네요. 관련된 팀 반응도 확인해보면 좋겠습니다. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,적절
211,p210,v2,matched,,2,"나: 요즘 사람들을 만나고 와도 표정이 안 좋더라.
친구: 같이 있어도 내 얘기는 아무도 안 듣는 것 같아서 외로워.",사람들 사이에서도 혼자라고 느꼈구나. 그동안 누구한테도 말 못 해서 더 답답했겠다.,적절
212,p211,v2,matched,,3,"엄마: 현재 상황만 간단히 알려줄게.
나: 그래, 현재 상황이 어떻게 돼?
엄마: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",알려줘서 고마워. 일정이 가까워지면 다시 한 번 확인하자. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,적절
213,p212,v2,matched,,2,"나: 고객사에서는 답변이 왔나요?
선배: 프로젝트 발표 순서는 우리 팀이 세 번째예요",진행 상황이 정리됐네요. 다음 작업에 참고할 만한 부분이 있겠네요. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?,적절
214,p213,v2,matched,,4,"나: 확인해야 할 내용은 다 정리됐어?
친구: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
친구: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",알겠어. 일정이 그렇게 정해졌구나. 시간 외에 달라진 점도 있는지 확인해보자. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,적절
215,p214,v2,matched,,3,"동료: 테스트 결과가 나와서 말씀드리려고 합니다.
나: 결과가 어떻게 나왔나요?
동료: 고객사에서 수정된 기능을 확인했다고 연락 왔습니다",확인된 내용이 있군요. 정리된 내용을 다음 회의에도 공유하면 좋겠네요. 사용자들이 특히 좋다고 한 부분이 어디였어?,적절
216,p215,v2,matched,,2,"나: 요즘 잠도 잘 못 자는 것 같던데 괜찮아?
아빠: 요즘 친구들을 만나도 혼자인 느낌이 들어",네가 유난스러운 게 아니라 충분히 힘들 만한 일이야. 지금까지 버틴 것만으로도 충분히 잘했어.,적절
217,p216,v2,matched,,1,동생: 역할 분담은 다음 회의에서 다시 정하는 것으로 하겠습니다,그럼 다음부터는 지금 합의한 방식으로 진행하자. 일정이 가까워지면 한 번 더 확인하자.,적절
218,p217,v2,matched,,1,친구: 네가 약속을 또 당일에 바꿔서 솔직히 많이 서운했어,요즘 정말 마음이 무거웠겠다. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,적절
219,p218,v2,matched,,2,"나: 아까 연락 주신 이유가 부탁할 내용 때문인가요?
선배: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 오늘 일정 안에서 처리해두겠습니다.,적절
220,p219,v2,matched,,4,"나: 혼자 고민하는 게 있는 것 같아서 물어봤어.
동생: 오늘은 그냥 누군가한테 말하고 싶었어.
나: 그 일 때문에 많이 힘들었어?
동생: 오랫동안 준비한 일이 끝났는데 오히려 허무한 기분이 들어","응, 조금 더 들어보고 싶어. 네가 어떤 순간에 가장 힘든지 알고 싶어. 그중에서 네가 가장 기억에 남는 건 뭐야?",적절
221,p220,v2,matched,,2,"나: 그 뒤에 어떻게 됐는지 궁금했어.
아빠: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아","오, 그랬구나. 다음에도 해보고 싶은 경험이었는지 궁금해. 마지막 장면에서 어떤 부분이 가장 기억에 남았어?",적절
222,p221,v2,matched,,1,엄마: React에서 useEffect가 계속 반복 실행되는데 어디부터 확인해야 할까?,"내 생각에는 의존성 배열에 매 렌더링마다 새로 만들어지는 함수나 객체가 들어가는지 먼저 확인하고, 필요하면 useCallback이나 useMemo로 참조를 고정해봐. 현재 상태를 남겨두면 변경 전후를 비교하기 쉬워.",적절
223,p222,v2,matched,,4,"나: 혼자 하다가 막힌 게 있어?
친구: 부탁할 게 하나 있어.
나: 어느 부분을 확인하면 돼?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 끝나면 바로 알려줄게.",적절
224,p223,v2,matched,,1,형: 예전에는 퇴근하면 바로 기타를 쳤는데 요즘은 손이 잘 안 가.,좋아하던 취미도 귀찮을 만큼 지쳤나 보다. 한동안 쉬었다가 마음 내킬 때 다시 해.,적절
225,p224,v2,matched,,2,"나: 아까 일 때문에 표정이 안 좋던데 무슨 일 있어?
친구: 다 같이 정한다더니 내 의견은 묻지도 않아서 기분이 상했어.",네 의견이 빠진 채 결정돼서 속상했겠다. 다음에는 먼저 말할 기회를 달라고 이야기해보자.,적절
226,p225,v2,matched,,3,"친구: 요즘 좋아하던 일도 시작하기 전부터 지쳐.
나: 일이 너무 많이 쌓였어?
친구: 해야 할 생각만 해도 숨이 막혀서 손을 못 대겠어.",시작하기도 전에 막막할 만큼 지쳤구나. 오늘은 꼭 필요한 일 하나만 하고 나머지는 미뤄도 괜찮아.,적절
227,p226,v2,matched,,3,"엄마: 나도 왜 이러는지 모르겠는데 요즘 좀 지쳐.
나: 응, 내가 듣고 있을게.
엄마: 일을 쉬고 있는데 앞으로 뭘 해야 할지 막막해",그 상황이면 누구라도 힘들었을 거야. 당장 괜찮아지려고 애쓰지 않아도 돼.,적절
228,p227,v2,matched,,2,"나: 서로 불편했던 부분은 한번 정리했으면 해.
연인: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어",기대했던 만큼 더 속상했겠다. 지금까지 버틴 것만으로도 충분히 잘했어.,적절
229,p228,v2,matched,,2,"나: 아까 얘기하려던 거 뭐였어?
엄마: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어",그 얘기 들으니 궁금해진다. 그 뒤에 이어진 일도 있었는지 궁금하다. 작품 중에서 제일 오래 보고 온 건 뭐였어?,적절
230,p229,v2,matched,,1,형: 회의 시간이 네 시로 바뀐 거 확인했어?,"응, 네 시로 변경된 것 확인했어. 추가로 확인되는 게 있으면 이어서 알려줘.",적절
231,p230,v2,matched,,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 처리한 뒤 한 번 더 확인할게.,적절
232,p231,v2,matched,,4,"나: 요즘 퇴근하고도 기타를 안 치네.
동생: 응, 예전에는 재미있었는데 요즘은 손이 안 가.
나: 일 때문에 많이 지친 거야?
동생: 그런가 봐. 집에 오면 아무것도 하기 싫어.",좋아하던 것도 하기 싫을 만큼 지쳤구나. 이번 주는 쉬고 주말에 같이 바람 쐬러 가자.,적절
233,p232,v2,matched,,1,친구: 요즘 작은 실수에도 스스로를 너무 몰아붙이는 것 같아,그 얘기를 꺼내기까지 생각이 많았겠다. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,적절
234,p233,v2,matched,,3,"동료: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
동료: 오늘 안에 수정된 화면을 QA 환경에 올려주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 관련된 내용까지 같이 확인해보겠습니다.,적절
235,p234,v2,matched,,4,"나: 요즘 주말에도 계속 바쁘던데 괜찮아?
친구: 약속이 계속 겹쳐서 제대로 쉬지를 못했어.
나: 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡아둔 거라 취소하기도 애매해.",계속 사람을 만나느라 혼자 쉴 시간이 없었구나. 다음 주말은 비워두고 푹 쉬어.,적절
236,p235,v2,matched,,2,"나: 요즘 많이 지쳐 보이는데 괜찮으세요?
팀장: 이번 평가 결과가 기대보다 안 좋아서 자신감이 떨어졌어요",그런 기분이 들면 혼자 견디기 힘들지. 그 상황이 왜 마음에 남는지 이해돼. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,적절
237,p236,v2,matched,,2,"나: 계속 마음에 남는 일이 있는 것 같아.
엄마: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어",계속 신경 쓰였을 텐데 잘 말해줬어. 조금 가라앉으면 다음 일을 같이 생각해보자.,적절
238,p237,v2,matched,,4,"나: 확인해줬으면 하는 게 있어?
언니: 내가 놓친 게 있는지 봐줬으면 해.
나: 뭔데? 말해봐.
언니: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?","응, 오는 길에 들러서 사갈게. 완료되면 결과를 같이 확인하자.",적절
239,p238,v2,matched,,2,"나: 일정은 어떻게 정해졌어?
친구: 배포 일정은 목요일 밤 열 시로 확정됐습니다",확인했어. 필요한 준비는 그 일정에 맞출게. 필요하면 그때 다시 조정하자.,적절
240,p239,v2,matched,,4,"나: 요즘 계속 피곤해 보이는데 일이 많아?
형: 일도 많은데 주말 약속까지 계속 겹쳤어.
나: 한 주라도 약속을 미루면 안 돼?
형: 이번 달까지만 지나면 좀 나아질 것 같아.",이번 달 내내 쉴 틈이 없었구나. 남은 약속 끝나면 하루는 아무것도 하지 말고 쉬자.,적절
241,p240,v2,matched,,2,"나: 이번 달에 약속이 너무 많은 것 같던데 괜찮아?
연인: 응, 주말마다 일정이 있어서 제대로 쉰 적이 없어.",쉴 틈이 없어서 많이 지쳤겠다. 다음 주말은 아무 일정 잡지 말고 같이 쉬자.,적절
242,p241,v2,matched,,2,"나: 아까 고민되는 부분이 있다고 하셨죠?
팀장: 배포 전에 꼭 확인해야 할 항목을 어떤 순서로 보면 좋을까요?","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 작은 범위에서 먼저 재현해본 뒤 적용 범위를 넓혀봐.",적절
243,p242,v2,matched,,1,친구: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어,생각이 많아질 수밖에 없는 상황이었네. 한 번의 결과로 네 노력이 사라지는 건 아니야.,적절
244,p243,v2,matched,,3,"엄마: 일정이 정해져서 미리 알려주려고 했어.
나: 응, 확인된 내용 말해줘.
엄마: 공사 때문에 주차장은 토요일 오전에 이용할 수 없대",좋아. 현재 확정된 내용으로 정리해둘게. 관련된 사람에게도 같은 내용으로 전달할게.,적절
245,p244,v2,matched,,4,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 계속 마음에 걸리는 일이 있어.
나: 나 때문에 그런 거야?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 싫었어.","내가 가볍게 생각했어. 사람들 앞에서 불편하게 해서 미안하고, 다음부터는 먼저 물어볼게.",적절
246,p245,v2,matched,,3,"친구: 그러고 보니 얘기해줄 게 있어.
나: 그래서 어떻게 됐어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어","응, 그 뒤 이야기도 궁금하다. 처음 시작할 때와 느낌이 달라졌을 것 같아. 작품 중에서 제일 오래 보고 온 건 뭐였어?",적절
247,p246,v2,matched,,2,"나: 아까 문의하시려던 내용은 해결하셨나요?
선배: 중고 거래 전에 판매자에게 어떤 정보를 확인해야 해?","가장 먼저 판매자 거래 이력과 실물 사진을 먼저 확인하고, 가능하면 안전결제나 사람이 많은 곳에서의 대면 거래를 선택해요. 후기나 기록을 볼 때는 네 상황과 비슷한 사례를 중심으로 봐.",적절
248,p247,v2,matched,,4,"나: 필요한 거 있으면 말해.
친구: 잠깐 확인해줬으면 하는 게 있어.
나: 응, 구체적으로 얘기해봐.
친구: 여행 숙소 두 군데 중에 어디가 나은지 같이 봐줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 혹시 문제가 생기면 먼저 말할게.",적절
249,p248,v2,matched,,3,"아빠: 내 입장도 한번 설명하고 싶어.
나: 같은 일이 없으려면 뭘 바꾸면 될까?
아빠: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 필요하면 직접 만나서 이야기하자.,적절
250,p249,v2,matched,,2,"나: 선택지 때문에 망설이는 부분이 있나요?
팀장: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까요?","복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어요.",적절
251,p135,v2,work_to_casual,,3,"연인: 오늘 점심에 뭐 먹었어?
나: 회사 앞에서 김치찌개. 너는?
연인: 나는 그냥 샌드위치로 때웠어",알겠습니다. 변경된 일정에 맞춰 준비하겠습니다. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,부적절
252,p241,v2,work_to_casual,,3,"친구: 나 어제 미용실 갔다가 머리 엄청 짧게 잘랐어 ㅋㅋ
나: 진짜? 사진 보내봐
친구: 잠깐만, 지금은 부끄러우니까 나중에 ㅋㅋ","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 작은 범위에서 먼저 재현해본 뒤 적용 범위를 넓혀봐.",부적절
253,p93,v2,work_to_casual,,1,언니: 아까 마트 갔다가 네가 좋아하는 과자 있길래 사 왔어,진행 상황이 정리됐네요. 어떤 과정으로 해결됐는지도 궁금합니다. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,부적절
254,p59,v2,work_to_casual,,1,연인: 방금 산책 나왔는데 바람이 선선해서 걷기 딱 좋아,"네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 끝나면 바로 알려드릴게요.",부적절
255,p249,v2,work_to_casual,,1,친구: 어제 축구 봤어? 마지막 골 진짜 장난 아니더라,"복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어요.",부적절
256,p174,v2,work_to_casual,,1,친구: 나 요즘 커피 줄이는 중인데 오후만 되면 너무 마시고 싶어,"우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 결정한 뒤에는 검토할 시점도 함께 정해두는 게 좋아.",부적절
257,p56,v2,work_to_casual,,2,"나: 요즘 별일 없지?
친구: 응, 그냥 똑같지 뭐. 회사 갔다 집 갔다 반복이야","복잡하게 보기보다 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 재현 조건을 정리한 뒤 한 가지 조건씩 바꿔보는 게 좋아.",부적절
258,p105,v2,work_to_casual,,1,동생: 오늘 길에서 완전 귀여운 강아지 봤어. 사진 찍어놨는데 나중에 보여줄게,확인된 내용이 있군요. 재현 조건이 달라진 부분도 확인해보고 싶어요. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?,부적절
259,p103,v2,work_to_casual,,1,형: 요즘 운동 시작했는데 3일 만에 근육통 와서 죽겠다,"내 생각에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 다른 사람 일정에 영향을 주는 일부터 먼저 확인해봐.",부적절
260,p15,v2,work_to_casual,,2,"나: 이번 주말에 날씨 좋으면 드라이브 갈까?
연인: 좋아, 토요일이 낫겠다. 오랜만에 바람 좀 쐬자","응, 두 시 반까지 올리고 동작 확인도 한 번 해볼게.",부적절
261,p69,v2,work_to_casual,,1,친구: 어제 새로 생긴 분식집 가봤는데 떡볶이가 진짜 맛있더라,"네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 관련된 내용까지 같이 확인해보겠습니다.",부적절
262,p79,v2,work_to_casual,,3,"동생: 냉장고에 있던 푸딩 언니가 먹었지?
나: ㅋㅋ 미안, 하나만 남았길래
동생: 아 진짜, 그거 아껴둔 건데 ㅋㅋ","네, 전달해주신 내용대로 업무를 진행하겠습니다.",부적절
263,p191,v2,work_to_casual,,2,"나: 주말에 뭐 해?
친구: 아직 계획 없어. 집에서 쉬지 않을까 싶은데","가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",부적절
264,p233,v2,work_to_casual,,2,"나: 요즘 드라마 뭐 봐?
오빠: 볼 게 없어서 그냥 유튜브만 계속 보게 되더라",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 관련된 내용까지 같이 확인해보겠습니다.,부적절
265,p73,v2,work_to_casual,,1,연인: 아까 카페에서 마신 라떼 괜찮더라. 다음에 또 가자,알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 완료되면 결과를 같이 확인하죠.,부적절
266,p118,v2,work_to_casual,,2,"나: 오늘 저녁 뭐 먹지?
동생: 나는 아무거나 좋아. 시켜 먹어도 되고","오, 결과가 나왔군요. 해결 과정에서 배운 점이 있었을 것 같아요. 진행하면서 예상과 달랐던 부분은 없었어?",부적절
267,p192,v2,work_to_casual,,1,연인: 오늘 하늘 봤어? 노을이 진짜 예쁘더라,"오, 결과가 나왔군요. 다음 작업에 참고할 만한 부분이 있겠네요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?",부적절
268,p18,v2,work_to_casual,,3,"연인: 오늘따라 시간이 진짜 안 가는 것 같아
나: ㅋㅋ 왜, 무슨 일 있어?
연인: 아니 그냥, 빨리 퇴근해서 쉬고 싶어서","네, 제가 대신 참석하고 주요 내용은 정리해서 공유드리겠습니다. 빠뜨리지 않도록 메모해두겠습니다.",부적절
269,p31,v2,work_to_casual,,1,친구: 어제 늦게까지 게임 하다가 늦잠 자서 하루 종일 정신없었어,"네, 전달해주신 내용대로 업무를 진행하겠습니다. 그 내용은 제가 메모해두겠습니다.",부적절
270,p42,v2,work_to_casual,,1,친구: 요즘 뭐 재밌는 거 없나. 하루하루가 너무 심심해,"이 경우에는 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",부적절
271,p0,v2,cross_scenario,,3,"선배: 요즘 같은 생각이 자꾸 반복돼요.
나: 지금 가장 힘든 부분이 무엇인가요?
선배: 혼자 밥 먹는 날이 계속되니까 생각보다 외롭더라","오, 결과가 나왔군요. 어떤 과정으로 해결됐는지도 궁금합니다. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?",부적절
272,p2,v2,cross_scenario,,2,"나: 요즘 집에 혼자 계시면 적적하지 않아?
아빠: 네 엄마가 여행 가고 나니까 집이 너무 조용해서 영 적응이 안 된다.","응, 몇 시까지 가면 되는지 알려줘. 시간 맞춰서 같이 갈게.",부적절
273,p4,v2,cross_scenario,,2,"나: 아까 일 때문에 표정이 안 좋던데 무슨 일 있어?
친구: 다 같이 정한다더니 내 의견은 묻지도 않아서 기분이 상했어.","응, 명단에 추가하고 빠진 사람이 없는지도 다시 확인할게.",부적절
274,p9,v2,cross_scenario,,4,"나: 요즘 기운이 없어 보이는데 괜찮아?
후배: 집에만 있으면 괜히 기분이 가라앉는 날이 많아졌어요.
나: 최근에 무슨 일이 있었어?
후배: 특별한 일은 없는데 혼자 있는 시간이 길어져서 그런가 봐요.","응, 전달한 내용대로 알고 있을게. 일정이 가까워지면 한 번 더 확인하죠.",부적절
275,p10,v2,cross_scenario,,2,"나: 아까 일은 그냥 넘기지 말고 이야기했으면 합니다.
팀장: 일정 변경은 앞으로 단체방에 먼저 공유하는 걸로 하자","네, 제가 대신 참석하고 주요 내용은 정리해서 공유드리겠습니다. 완료되면 결과를 같이 확인하죠.",부적절
276,p11,v2,cross_scenario,,3,"친구: 사실 요즘 마음에 걸리는 게 있어.
나: 혼자 계속 생각하고 있었던 거야?
친구: 부모님과 진로 얘기만 하면 자꾸 다투게 돼서 답답해","응, 인원과 시간 확인해서 예약해둘게. 혹시 문제가 생기면 먼저 말할게.",부적절
277,p14,v2,cross_scenario,,1,친구: 부모님과 진로 얘기를 싸우지 않고 꺼내려면 어떻게 말하는 게 좋을까?,"응, 그 내용은 공유해도 돼. 추가로 확인되는 게 있으면 이어서 알려줘.",부적절
278,p16,v2,cross_scenario,,4,"나: 서로 다르게 이해한 부분이 있는 것 같습니다.
선배: 서로 오해한 부분이 있는 것 같아요.
나: 네, 먼저 입장을 말씀해주세요.
선배: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까요?","네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 필요한 시간에 맞춰둘게.",부적절
