no,pair_id,source_type,label,turn_count,history,response,source,persona,scenario,orig_reason,room_id,origin_room,difficulty,party,register,style
127,p126,matched,적절,1,선배: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까요?,"이 경우에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 재현 조건을 정리한 뒤 한 가지 조건씩 바꿔보는 게 좋아.",v2,선후배,질문·요청,P3,,,,,,
128,p127,matched,적절,3,"친구: 아까 일 때문에 기분이 좀 상했어.
나: 어떤 부분이 불편했는데?
친구: 내가 한 일을 사람들 앞에서 웃으면서 말한 게 싫었어.",사람들 앞에서 가볍게 다뤄져서 속상했겠다. 다음에는 그러지 말아달라고 차분히 이야기해보자.,v2,친구,갈등 상황,P1,,,,,,
129,p128,matched,적절,3,"팀장: 잠깐 확인해주셨으면 하는 내용이 있습니다.
나: 네, 필요한 내용부터 말씀해주세요.
팀장: 고객사에 보내기 전에 메일 내용을 한번 검토해주세요","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 완료되면 결과를 같이 확인하죠.",v2,직장 관계(상사·동료),업무 대화,P2,,,,,,
130,p129,matched,적절,4,"나: 아까 부탁하실 내용이 있다고 하셨죠?
팀장: 혼자 해보다가 잘 안 되는 부분이 있어요.
나: 어느 부분을 확인하면 될까요?
팀장: 이번 주 일정표에 변경된 담당자를 반영해주실 수 있나요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 혹시 문제가 생기면 먼저 말하겠습니다.,v2,직장 관계(상사·동료),업무 대화,P2,,,,,,
131,p130,matched,적절,1,친구: 퇴근길에 노을이 예뻐서 사진을 한참 찍었어,직접 해보니 느낌이 달랐겠다. 직접 겪은 얘기라 더 생생하게 들린다. 사진도 찍었어? 실제로 본 색감이 더 예뻤겠다.,v2,친구,일상 대화,P4,,,,,,
132,p131,matched,적절,2,"나: 뭔가 신경 쓰이는 일이 있는 것 같아.
연인: 감정이 가라앉을 때까지 메시지는 보내지 않기로 했어","그래. 당장은 그 계획대로 해보고, 필요하면 다시 조정하자. 일정이 가까워지면 한 번 더 확인하자.",v2,연인,고민·감정 상담,P5,,,,,,
133,p132,matched,적절,2,"나: 요즘 생각이 많아 보이더라. 괜찮아?
형: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",요즘 정말 마음이 무거웠겠다. 조금 가라앉으면 다음 일을 같이 생각해보자.,v2,형제·자매,질문·요청,P1,,,,,,
134,p133,matched,적절,1,아빠: 다음 달부터 관리비 납부일이 25일로 바뀐대,알겠어. 바뀐 일정으로 기억해둘게. 추가로 확인되는 게 있으면 이어서 알려줘.,v2,부모님,정보 공유,P5,,,,,,
135,p134,matched,적절,3,"형: 변경된 부분이 하나 있어.
나: 다른 변경 사항은 없어?
형: 이번 일정은 다음 주부터 적용되는 게 맞아?","응, 현재 기준은 그렇게 알고 있어. 필요하면 그때 다시 조정하자.",v2,형제·자매,질문·요청,P5,,,,,,
136,p135,matched,적절,2,"나: 아까 말씀하신 계획은 그대로인가요?
후배: 이번 주에는 로그인 오류부터 우선 확인하기로 했습니다",알겠습니다. 변경된 일정에 맞춰 준비하겠습니다. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,v2,선후배,업무 대화,P5,,,,,,
137,p136,matched,적절,3,"친구: 전에 궁금해하던 내용 확인해봤어.
나: 그 뒤에는 어떻게 했어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어",생각보다 기억에 남는 일이었나 보네. 다음에도 해보고 싶은 경험이었는지 궁금해. 작품 중에서 제일 오래 보고 온 건 뭐였어?,v2,친구,일상 대화,P4,,,,,,
138,p137,matched,적절,2,"나: 요즘 좀 지쳐 보이는데 괜찮아?
언니: 요즘은 퇴근하고 집에 오면 아무것도 하고 싶지 않아","응, 조금 더 들어보고 싶어. 네 입장에서 어떤 점이 힘든지 궁금해. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?",v2,형제·자매,고민·감정 상담,P4,,,,,,
139,p138,matched,적절,1,엄마: 이번 평가 결과가 기대보다 안 좋아서 자신감이 떨어졌어,그랬구나. 요즘 많이 지쳤나 보네. 지금은 해결보다 이야기를 듣는 게 먼저인 것 같아. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?,v2,부모님,고민·감정 상담,P4,,,,,,
140,p139,matched,적절,2,"나: 아까 이야기한 계획은 그대로야?
언니: 토요일과 일요일 중 어느 날이 더 편해?",내 일정은 일요일이 더 여유 있어. 그 내용은 내가 메모해둘게.,v2,형제·자매,질문·요청,P5,,,,,,
141,p140,matched,적절,2,"나: 아까부터 마음에 걸리는 게 있는 것 같아.
연인: 같은 일이 반복되니까 내가 존중받지 못하는 기분이야.",그렇게 느끼게 해서 미안해. 어떤 일이 반복됐는지 말해주면 제대로 듣고 고칠게.,v2,연인,갈등 상황,P1,,,,,,
142,p141,matched,적절,3,"형: 서로 오해한 부분이 있는 것 같아.
나: 응, 네 입장부터 말해봐.
형: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까?","가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 우선순위가 애매하면 마감과 영향 범위부터 비교해봐.",v2,형제·자매,갈등 상황,P3,,,,,,
143,p142,matched,적절,4,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
친구: 나도 아까 일은 짚고 넘어가고 싶어.
나: 어떤 부분이 가장 불편했어?
친구: 대화할 때 내 말을 자꾸 끊어서 속상했어",많이 긴장되고 부담됐겠다. 필요하면 내가 옆에서 같이 정리해볼게.,v2,친구,갈등 상황,P1,,,,,,
144,p143,matched,적절,2,"나: 아빠, 스마트폰으로 병원 예약하는 거 어려워?
아빠: 응. 진료과를 고른 다음에는 어디를 눌러야 하는지 모르겠어.",병원과 날짜를 고른 뒤 시간 선택 버튼을 누르면 돼. 화면 보면서 같이 해보자.,v2,부모님,질문·요청,P3,,,,,,
145,p144,matched,적절,2,"나: 확인해줬으면 하는 게 있어?
친구: 내일 면접 전에 자기소개 한번 들어봐 줄래?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 진행 상태도 중간에 알려줄게. 진행하면서 문제가 생기면 먼저 이야기할게.",v2,친구,질문·요청,P2,,,,,,
146,p145,matched,적절,4,"나: 요즘 기운이 없어 보이는데 괜찮아?
후배: 집에만 있으면 괜히 기분이 가라앉는 날이 많아졌어요.
나: 최근에 무슨 일이 있었어?
후배: 특별한 일은 없는데 혼자 있는 시간이 길어져서 그런가 봐요.",혼자 있는 시간이 길어서 더 가라앉았나 보다. 이번 주에는 잠깐이라도 밖에서 같이 밥 먹자.,v2,선후배,일상 대화,P1,,,,,,
147,p146,matched,적절,1,연인: 사과를 받았지만 마음이 안 풀릴 때는 어떤 식으로 대화를 이어가야 할까?,"우선 잘잘못부터 따지기보다 불편했던 행동과 다음부터 원하는 기준을 구체적으로 말하고, 상대 설명도 끝까지 들어봐. 대화가 격해지면 잠깐 멈추고 다시 이야기할 시간을 정해봐.",v2,연인,갈등 상황,P3,,,,,,
148,p147,matched,적절,4,"나: 요즘 잠도 잘 못 자는 것 같던데 괜찮아?
아빠: 혼자 정리해보려 했는데 잘 안 되더라.
나: 언제부터 그렇게 느꼈어?
아빠: 오랫동안 준비한 일이 끝났는데 오히려 허무한 기분이 들어",계속 마음에 걸렸겠네. 그 상황이 왜 마음에 남는지 이해돼. 그중에서 네가 가장 기억에 남는 건 뭐야?,v2,부모님,고민·감정 상담,P4,,,,,,
149,p148,matched,적절,4,"나: 혼자 판단하기 어려운 일이 있어?
엄마: 선택지가 여러 개라 기준을 못 잡겠어.
나: 지금까지 해본 건 뭐가 있어?
엄마: 면접 결과가 다음 주로 미뤄졌대. 그동안 준비를 계속하는 게 좋을까?","내 생각에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 필요한 정보가 부족하면 추측하기보다 먼저 확인해봐.",v2,부모님,정보 공유,P3,,,,,,
150,p149,matched,적절,2,"나: 아까 할 말이 있다고 했지?
언니: 응. 내 이야기를 다른 사람에게 전하기 전에는 꼭 나한테 먼저 물어봐 줘.","알겠어. 앞으로는 먼저 네 의사를 확인하고, 싫다고 하면 이야기하지 않을게.",v2,형제·자매,갈등 상황,P2,,,,,,
151,p150,matched,적절,4,"나: 아까부터 말이 없는데 무슨 일 있어?
연인: 계속 신경 쓰이는 일이 있어.
나: 나 때문에 그런 거야?
연인: 내가 한 일을 사람들 앞에서 가볍게 말한 게 기분 나빴어.",사람들 앞에서 네 이야기를 가볍게 한 건 미안해. 다음부터는 먼저 네 의사를 확인할게.,v2,연인,갈등 상황,P1,,,,,,
152,p151,matched,적절,3,"선배: 제가 생각한 방향이 맞는지 여쭤보고 싶어요.
나: 선택지가 어떻게 되나요?
선배: 자꾸 다른 사람과 비교하게 될 때는 뭘 해보는 게 좋을까요?","이 경우에는 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 한 번에 결론을 내리기보다 네가 원하는 점부터 짧게 정리해봐.",v2,선후배,고민·감정 상담,P3,,,,,,
153,p152,matched,적절,4,"나: 요즘 계속 바빠 보이는데 제대로 쉬고 있어?
친구: 이번 달은 약속이 계속 겹쳐서 주말에도 쉴 틈이 없어.
나: 취소하거나 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡은 약속이라 그것도 어렵네.",계속 사람을 만나느라 혼자 쉴 시간이 없었구나. 다음 주말만큼은 일정 잡지 말고 푹 쉬어.,v2,친구,일상 대화,P1,,,,,,
154,p153,matched,적절,4,"나: 회의에서 나온 내용은 어떻게 정리됐나요?
후배: 진행하면서 새로 확인한 내용이 있어요.
나: 문제는 해결됐나요?
후배: 테스트 환경에서 재현되던 오류가 더 이상 발생하지 않아요",잘 마무리된 것 같네요. 후속 작업에 영향이 있는지도 궁금합니다. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,v2,선후배,업무 대화,P4,,,,,,
155,p154,matched,적절,3,"아빠: 요즘 친구들을 만나도 이상하게 혼자인 기분이 든다.
나: 같이 있어도 대화가 잘 안 통하는 것 같아?
아빠: 다들 자기 얘기만 하니까 내 이야기는 꺼내기가 어렵더라.",같이 있어도 외롭게 느껴졌겠네. 다음에 만나면 아빠 이야기도 편하게 해봐. 내가 먼저 들어줄게.,v2,부모님,고민·감정 상담,P1,,,,,,
156,p155,matched,적절,2,"나: 아까 일은 그냥 넘기지 말고 이야기했으면 합니다.
팀장: 일정 변경은 앞으로 단체방에 먼저 공유하는 걸로 하자",알겠어. 앞으로는 방금 정한 기준대로 하죠. 다른 내용은 그대로 두면 됩니다.,v2,직장 관계(상사·동료),갈등 상황,P5,,,,,,
157,p156,matched,적절,4,"나: 현재 기준으로 결정된 내용이 있나요?
선임: 관련된 분들과 이야기해서 정리했습니다.
나: 네, 어떻게 정해졌나요?
선임: 수정본은 오늘 퇴근 전까지 공유하겠습니다","네, 전달해주신 내용대로 업무를 진행하겠습니다. 변경 사항이 생기면 다시 알려주세요.",v2,직장 관계(상사·동료),업무 대화,P5,,,,,,
158,p157,matched,적절,2,"나: 서로 불편했던 부분은 한번 정리했으면 해.
아빠: 대화할 때 내 말을 자꾸 끊어서 속상했어",그 말을 꺼내는 것도 쉽지 않았겠다. 네 마음부터 챙기는 게 먼저인 것 같아.,v2,부모님,갈등 상황,P1,,,,,,
159,p158,matched,적절,2,"나: 아까 이야기한 계획은 그대로야?
친구: 예약 인원은 네 명으로 넣으면 되는 거지?",맞아. 예약 인원은 네 명이야. 현재 기준에서는 더 정할 건 없어.,v2,친구,질문·요청,P5,,,,,,
160,p159,matched,적절,4,"나: 그 일은 결국 어떻게 하기로 했어?
친구: 현재 상황만 간단히 알려줄게.
나: 그래, 현재 상황이 어떻게 돼?
친구: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어",확인됐구나. 일정이 가까워지면 다시 한 번 확인하자. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,v2,친구,정보 공유,P4,,,,,,
161,p160,matched,적절,3,"연인: 내가 불편했던 부분을 말하고 싶어.
나: 응, 차분히 들어볼게.
연인: 사과는 받았지만 왜 그렇게 했는지 이해가 안 돼서 답답해",계속 신경 쓰였을 텐데 잘 말해줬어. 필요하면 내가 옆에서 같이 정리해볼게.,v2,연인,갈등 상황,P1,,,,,,
162,p161,matched,적절,1,친구: 부모님과 진로 얘기만 하면 자꾸 다투게 돼서 답답해,네가 유난스러운 게 아니라 충분히 힘들 만한 일이야. 한 번의 결과로 네 노력이 사라지는 건 아니야.,v2,친구,고민·감정 상담,P1,,,,,,
163,p162,matched,적절,4,"나: 확인해야 할 내용은 다 정리됐어?
언니: 확인된 내용이 있어서 말해두려고.
나: 그럼 다음에는 뭘 하면 돼?
언니: 병원 예약은 다음 주 화요일 오전 열 시로 잡혔어","좋아, 그 내용은 기억해둘게. 관련해서 준비할 게 있는지도 봐야겠다. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?",v2,형제·자매,정보 공유,P4,,,,,,
164,p163,matched,적절,3,"후배: 제가 놓친 부분이 있는지 봐주셨으면 합니다.
나: 제가 할 수 있는 일인지 말씀해주세요.
후배: 배포 전에 로그인 기능을 한 번 더 테스트해주시겠어요?","응, 제가 맡아서 확인해보겠습니다. 필요한 시간에 맞춰둘게.",v2,선후배,업무 대화,P2,,,,,,
165,p164,matched,적절,1,형: 요즘 친구들을 만나도 혼자인 느낌이 들어.,사람들 사이에 있어도 외롭게 느껴졌구나. 요즘 무슨 일이 있었는지 천천히 말해봐.,v2,형제·자매,고민·감정 상담,P1,,,,,,
166,p165,matched,적절,4,"나: 그 일은 어떻게 진행하기로 했나요?
후배: 현재 상황만 간단히 말씀드릴게요.
나: 현재 상황이 어떻게 되나요?
후배: 휴가 신청은 이번 주 안에 제출하면 된대",확인했어요. 필요한 준비는 그 일정에 맞출게.,v2,선후배,정보 공유,P5,,,,,,
167,p166,matched,적절,1,아빠: 예전에는 낚시 가는 날만 기다렸는데 요즘은 준비하는 것도 귀찮다.,좋아하던 것도 귀찮을 만큼 기운이 없구나. 이번에는 억지로 가지 말고 푹 쉬어.,v2,부모님,고민·감정 상담,P1,,,,,,
168,p167,matched,적절,2,"나: 조언이 필요한 일이 있다고 들었어요.
선임: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?","가장 먼저 수면과 식사, 집중력 저하가 얼마나 오래됐는지 먼저 기록해보고, 쉬어도 회복되지 않으면 상담이나 진료도 고려해봐. 상대 반응을 단정하지 말고 네가 느낀 점부터 설명해봐.",v2,직장 관계(상사·동료),고민·감정 상담,P3,,,,,,
169,p168,matched,적절,1,후배: 집주인에게 보낼 문자가 어색하지 않은지 읽어봐 주실 수 있나요?,"응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 빠뜨리지 않도록 메모해두겠습니다.",v2,선후배,질문·요청,P2,,,,,,
170,p169,matched,적절,2,"나: 요즘 생활 패턴이 완전히 바뀐 것 같던데 괜찮아?
친구: 야근이 늘어서 자는 시간도 들쭉날쭉하고 하루가 계속 엉켜.",잠도 제대로 못 자서 많이 지쳤겠다. 이번 주말에는 약속 잡지 말고 푹 쉬어.,v2,친구,일상 대화,P1,,,,,,
171,p170,matched,적절,2,"나: 내가 놓친 게 있으면 말해줘.
연인: 확정되지 않은 내용은 외부에 전달하지 말아주실 수 있을까?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게. 진행하면서 마지막으로 한 번 더 검토할게.,v2,연인,갈등 상황,P2,,,,,,
172,p171,matched,적절,2,"나: 진행 상황에서 달라진 부분이 있나요?
후배: 이번 주 보고서는 예상보다 빨리 마무리됐습니다","오, 결과가 나왔군요. 재현 조건이 달라진 부분도 확인해보고 싶어요. 진행하면서 예상과 달랐던 부분은 없었어?",v2,선후배,업무 대화,P4,,,,,,
173,p172,matched,적절,1,동생: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아,그 얘기 들으니 궁금해진다. 그 경험이 왜 기억에 남았는지 알고 싶어. 마지막 장면에서 어떤 부분이 가장 기억에 남았어?,v2,형제·자매,일상 대화,P4,,,,,,
174,p173,matched,적절,3,"선배: 비슷한 경험이 있으시면 조언을 듣고 싶습니다.
나: 어떤 점이 가장 고민되세요?
선배: 인수인계 문서는 어느 수준까지 자세히 작성해야 할까요?","복잡하게 보기보다 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 처음부터 완벽하게 하려 하지 말고 쉬운 단계부터 시작해봐.",v2,선후배,업무 대화,P3,,,,,,
175,p174,matched,적절,2,"나: 방법을 같이 생각해봤으면 하는 부분이 있나요?
선배: 일정이 촉박할 때 범위를 줄이는 기준을 어떻게 잡아야 할까요?","우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 결정한 뒤에는 검토할 시점도 함께 정해두는 게 좋아.",v2,선후배,업무 대화,P3,,,,,,
176,p175,matched,적절,2,"나: 아까 물어보려던 건 해결했어?
동생: 담당자가 바뀐다고 공지가 왔는데 인수인계를 어디서부터 확인해야 할까?","내 생각에는 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 기준을 정한 뒤 같은 기준으로 선택지를 비교해봐.",v2,형제·자매,정보 공유,P3,,,,,,
177,p176,matched,적절,2,"나: 선택지 때문에 망설이는 게 있어?
친구: 노트북이 느려졌는데 포맷하기 전에 해볼 만한 게 있을까?","이 경우에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 현재 상태를 남겨두면 변경 전후를 비교하기 쉬워.",v2,친구,질문·요청,P3,,,,,,
178,p177,matched,적절,4,"나: 서로 다르게 이해한 부분이 있는 것 같습니다.
선배: 서로 오해한 부분이 있는 것 같아요.
나: 네, 먼저 입장을 말씀해주세요.
선배: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까요?","가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 선택지가 많으면 꼭 필요한 조건 세 개만 먼저 정해봐.",v2,선후배,갈등 상황,P3,,,,,,
179,p178,matched,적절,2,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
친구: 내 물건을 쓰기 전에 한마디만 해줄래?",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 끝나면 바로 알려줄게.,v2,친구,갈등 상황,P2,,,,,,
180,p179,matched,적절,4,"나: 진행 상황에서 달라진 부분이 있나요?
팀장: 예상과 조금 다른 결과가 나왔어요.
나: 그럼 다음 작업은 무엇인가요?
팀장: 고객사에서 수정된 기능을 확인했다고 연락 왔습니다",잘 마무리된 것 같네요. 예상했던 결과와 비교해보고 싶어요. 사용자들이 특히 좋다고 한 부분이 어디였어?,v2,직장 관계(상사·동료),업무 대화,P4,,,,,,
181,p180,matched,적절,1,연인: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어,생각보다 기억에 남는 일이었나 보네. 처음 시작할 때와 느낌이 달라졌을 것 같아. 직접 해보니 힘든 점보다 좋았던 점이 더 컸어?,v2,연인,일상 대화,P4,,,,,,
182,p181,matched,적절,1,연인: 다음 달부터 관리비 납부일이 25일로 바뀐대,좋아. 현재 확정된 내용으로 정리해둘게. 지금은 추가로 바꿀 건 없어 보여.,v2,연인,정보 공유,P5,,,,,,
183,p182,matched,적절,1,연인: 이번 달은 약속이 계속 겹쳐서 주말에도 제대로 못 쉬었어.,계속 일정에 치여서 지쳤겠다. 다음 주말은 비워두고 우리 집에서 편하게 쉬자.,v2,연인,일상 대화,P1,,,,,,
184,p183,matched,적절,3,"엄마: 급한 건 아닌데 부탁 하나 해도 돼?
나: 뭘 부탁하려고 했어?
엄마: 오는 길에 약국에 들러서 소화제 하나만 사다 줄래?","응, 오는 길에 들러서 사갈게. 처리한 뒤 한 번 더 확인할게.",v2,부모님,질문·요청,P2,,,,,,
185,p184,matched,적절,2,"나: 조언이 필요한 일이 있다던데 뭔데?
연인: 취업 준비가 길어질 때 생활 리듬을 어떻게 잡는 게 좋을까?","복잡하게 보기보다 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",v2,연인,고민·감정 상담,P3,,,,,,
186,p185,matched,적절,2,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 기분 나빴어.",그건 내가 조심했어야 했어. 사람들 앞에서 불편하게 해서 미안해.,v2,연인,갈등 상황,P1,,,,,,
187,p186,matched,적절,3,"선배: 어떻게 하는 게 좋을지 고민되는 부분이 있어요.
나: 어떤 기준으로 결정하고 싶으신가요?
선배: 일이 한꺼번에 겹쳤을 때 우선순위를 어떻게 정해야 할까요?","우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 필요한 정보가 부족하면 추측하기보다 먼저 확인해봐.",v2,선후배,고민·감정 상담,P3,,,,,,
188,p187,matched,적절,1,연인: 여행 숙소를 고를 때 위치와 가격 중 어느 쪽을 먼저 봐야 할까?,"내 생각에는 이동 시간과 취소 조건을 먼저 비교하고, 차이가 크지 않으면 후기에서 소음과 청결 관련 내용을 확인해봐. 처음부터 크게 바꾸지 말고 부담 없는 범위에서 먼저 해봐.",v2,연인,질문·요청,P3,,,,,,
189,p188,matched,적절,2,"나: 일정은 어떻게 정해졌어?
친구: 자료는 메일과 메신저 중 어디로 보내면 돼?",메일로 받는 게 확인하기 편해. 그 내용은 내가 메모해둘게.,v2,친구,질문·요청,P5,,,,,,
190,p189,matched,적절,2,"나: 채용 면접 진행 방식에 대해 물어보신다고 하셨죠?
팀장: 지원자의 경험을 확인할 때 질문 순서를 어떻게 잡는 게 좋을까요?","먼저 맡았던 역할을 묻고, 이후 문제 상황과 해결 과정, 결과 순서로 확인하면 답변을 비교하기 좋습니다.",v2,직장 관계(상사·동료),질문·요청,P3,,,,,,
191,p190,matched,적절,2,"나: 요즘 좀 지쳐 보이는데 괜찮아?
친구: 요즘은 퇴근하고 집에 오면 아무것도 하고 싶지 않아","응, 조금 더 들어보고 싶어. 그 일 이후의 상황도 천천히 들어볼게. 요즘 특히 더 힘들게 느껴지는 순간이 언제야?",v2,친구,고민·감정 상담,P4,,,,,,
192,p191,matched,적절,3,"연인: 어떻게 하는 게 나을지 고민되는 게 있어.
나: 어떤 기준으로 결정하고 싶어?
연인: 보고서 수치가 다를 때 원인을 효율적으로 찾는 방법이 있을까?","가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",v2,연인,업무 대화,P3,,,,,,
193,p192,matched,적절,4,"나: 배포 이후에 새로 확인된 내용이 있나요?
동료: 배포 이후 상황을 확인해봤어요.
나: 예상했던 결과와 비슷한가요?
동료: 처음 만든 API가 드디어 정상적으로 동작해요","오, 결과가 나왔군요. 다음 작업에 참고할 만한 부분이 있겠네요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?",v2,직장 관계(상사·동료),업무 대화,P4,,,,,,
194,p193,matched,적절,2,"나: 일정은 어떻게 정해졌어?
엄마: 다음 달부터 관리비 납부일이 25일로 바뀐대",알겠어. 바뀐 일정으로 기억해둘게. 다른 내용은 그대로 두면 돼.,v2,부모님,정보 공유,P5,,,,,,
195,p194,matched,적절,1,엄마: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요,알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 진행 상태도 중간에 알려줄게.,v2,부모님,갈등 상황,P2,,,,,,
196,p195,matched,적절,2,"나: 어디서부터 손대야 할지 모르겠어?
연인: 업무 인수인계 문서는 어느 정도까지 자세히 쓰는 게 좋아?","복잡하게 보기보다 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 다른 사람 일정에 영향을 주는 일부터 먼저 확인해봐.",v2,연인,질문·요청,P3,,,,,,
197,p196,matched,적절,1,연인: 운동을 다시 시작했는데 생각만큼 몸이 따라주지 않아 조금 속상해,기대했던 만큼 더 속상했겠다. 한 번의 결과로 네 노력이 사라지는 건 아니야.,v2,연인,일상 대화,P1,,,,,,
198,p197,matched,적절,3,"동료: 저도 아까 일은 짚고 넘어가고 싶습니다.
나: 어떤 부분이 가장 불편하셨나요?
동료: 지금은 감정이 올라왔으니 저녁에 다시 얘기하자",좋아. 같은 일이 없도록 이 기준을 지키자. 변경 사항이 생기면 다시 알려주세요.,v2,직장 관계(상사·동료),갈등 상황,P5,,,,,,
199,p198,matched,적절,2,"나: 아까부터 표정이 안 좋은데 무슨 일 있어?
연인: 내가 한 일을 사람들 앞에서 가볍게 말한 게 기분 나빴어.",그렇게 느끼게 해서 미안해. 다음부터는 네 이야기를 꺼내기 전에 먼저 물어볼게.,v2,연인,갈등 상황,P1,,,,,,
200,p199,matched,적절,2,"나: 제가 도울 수 있는 일이면 말씀해주세요.
선배: 집주인에게 보낼 문자가 어색하지 않은지 읽어봐 주실 수 있나요?","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 필요한 시간에 맞춰둘게.",v2,선후배,질문·요청,P2,,,,,,
201,p200,matched,적절,2,"나: 마음에 걸리는 일 있으면 편하게 말해.
동생: 친구에게 먼저 연락하고 싶은데 또 거절당할까 봐 겁나. 내가 너무 걱정하는 걸까?",그 말을 꺼내는 것도 쉽지 않았겠다. 오늘은 결론을 서두르지 말고 조금 쉬어도 돼.,v2,형제·자매,질문·요청,P1,,,,,,
202,p201,matched,적절,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘",알겠어. 다음부터는 먼저 이야기하고 네 의견을 확인할게. 중간에 쉬고 싶으면 말해.,v2,형제·자매,갈등 상황,P2,,,,,,
203,p202,matched,적절,2,"나: 고객사에서는 답변이 왔나요?
동료: 처음 만든 API가 드디어 정상적으로 동작해요",진행 상황이 정리됐네요. 해결 과정에서 배운 점이 있었을 것 같아요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?,v2,직장 관계(상사·동료),업무 대화,P4,,,,,,
204,p203,matched,적절,4,"나: 지난번에 물어본 건 답 왔어?
엄마: 일단 지금 기준으로 결정된 게 있어.
나: 다른 변경 사항은 없어?
엄마: 계약서는 금요일 오후에 작성하기로 했어",확인했어. 필요한 준비는 그 일정에 맞출게. 현재 기준에서는 더 정할 건 없어.,v2,부모님,정보 공유,P5,,,,,,
205,p204,matched,적절,1,아빠: 오늘은 해야 할 일 하나만 끝내고 일찍 쉬기로 했어,알겠어. 당분간은 현재 계획을 유지해보자.,v2,부모님,고민·감정 상담,P5,,,,,,
